Kingdom	Phylum	Class	Order	Family	Genus	Species
seq1295	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
seq1304	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
seq1305	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ginsengisoli
seq1306	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	NA	NA
seq1307	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	NA
seq1308	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA
seq1309	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
seq1310	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
seq1311	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	NA
seq1312	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	NA
seq1314	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-005	NA
seq1315	Bacteria	NA	NA	NA	NA	NA	NA
seq1317	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1320	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
seq1324	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1325	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	NA
seq1327	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aestuariivivens	NA
seq1328	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chitinibacteraceae	NA	NA
seq1331	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	NA
seq1332	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Gulbenkiania	NA
seq1333	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq1334	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	NA	NA
seq1335	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_NK4A214_group	NA
seq1339	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1340	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Anthococcus	NA
seq1342	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	NA
seq1343	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
seq1347	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
seq1348	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq1349	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
seq1350	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1351	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
seq1352	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq1353	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae_RC9_gut_group	NA
seq1354	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
seq1355	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	NA
seq1356	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA	NA
seq1358	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1359	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	NA
seq1360	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
seq1361	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq1362	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1367	Bacteria	Firmicutes	NA	NA	NA	NA	NA
seq1368	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1374	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chitinibacteraceae	NA	NA
seq1375	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Paramesorhizobium	NA
seq1376	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-014	NA
seq1377	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	NA
seq1378	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1379	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	NA
seq1380	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Chromobacteriaceae	Crenobacter	NA
seq1381	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA
seq1384	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1385	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
seq1390	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	NA
seq1391	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
seq1392	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus_3	NA
seq1393	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1394	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	NA
seq1395	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
seq1396	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
seq1398	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	NA
seq1400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1401	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
seq1405	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
seq1406	Bacteria	WPS-2	NA	NA	NA	NA	NA
seq1407	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	NA
seq1415	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
seq1416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	NA
seq1417	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	NA
seq1418	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
seq1419	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	NA
seq1420	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
seq1421	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-004	NA
seq1425	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium	NA
seq1426	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	NA
seq1430	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter	NA
seq1431	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1434	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1435	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1436	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
seq1439	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq1440	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
seq1441	Bacteria	NA	NA	NA	NA	NA	NA
seq1442	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
seq1443	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoanaerobacter	NA
seq1444	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Parvimonas	NA
seq1445	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	NA	NA
seq1446	Bacteria	NA	NA	NA	NA	NA	NA
seq1448	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast	NA	NA	NA
seq1449	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	NA	NA
seq1453	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
seq1454	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	NA
seq1455	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Lunatimonas	NA
seq1456	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
seq1457	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Extensimonas	NA
seq1458	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
seq1462	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenellaceae_R-7_group	NA
seq1463	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA
seq1465	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
seq1466	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	acetatigenes
seq1467	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
seq1468	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_6	NA
seq1473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1474	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
seq1475	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	NA
seq1476	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	NA
seq1477	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
seq1478	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_UCG-001	NA
seq1479	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq1480	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter	NA
seq1481	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Corticibacter	NA
seq1482	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XI	Ezakiella	NA
seq1484	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	NA
seq1485	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1486	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA	NA
seq1487	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
seq1489	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas	NA
seq1490	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq1491	Bacteria	Firmicutes	Bacilli	NA	NA	NA	NA
seq1492	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	NA	NA
seq1493	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	NA
seq1495	Bacteria	NA	NA	NA	NA	NA	NA
seq1496	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
seq1497	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Rs-M59_termite_group	NA	NA
seq1502	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
seq1514	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
seq1515	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	NA	NA
seq1516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9	paludivivens
seq1517	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA	NA
seq1518	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava	NA
seq1519	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
seq1520	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1521	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
seq1522	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	aerosaccus
seq1523	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1524	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1525	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paludibacteraceae	F0058	NA
seq1532	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA
seq1533	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	NA	NA
seq1534	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1535	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Bergeriella	NA
seq1539	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	NA
seq1540	Bacteria	NA	NA	NA	NA	NA	NA
seq1541	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
seq1542	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
seq1543	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1546	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	NA
seq1547	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Oceanivirga	NA
seq1548	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	NA
seq1549	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1550	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
seq1551	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae_UCG-004	NA
seq1552	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA
seq1553	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-013	NA
seq1554	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
seq1555	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	NA
seq1556	Bacteria	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	NA	NA
seq1557	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	Alysiella	NA
seq1558	Bacteria	Tenericutes	Mollicutes	Mollicutes_RF39	NA	NA	NA
seq1559	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Proteocatella	NA
seq1560	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	NA	NA
seq1562	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1563	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	NA
seq1564	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	NA	NA
seq1565	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_vadinBB60_group	NA	NA
seq1569	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	NA	NA
seq1570	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Frederiksenia	NA
seq1571	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XIII	Family_XIII_AD3011_group	NA
seq1572	Bacteria	NA	NA	NA	NA	NA	NA
seq1573	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema_2	NA
seq1574	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
seq1575	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
seq1581	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha	NA
seq1591	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA	NA
seq1592	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1593	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1596	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
seq1597	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae	NA	NA
seq1598	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1599	Bacteria	NA	NA	NA	NA	NA	NA
seq1605	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoanaerobacter	NA
seq1606	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	NA
seq1607	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
seq1608	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
seq1613	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae_UCG-011	NA
seq1614	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
seq1615	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
seq1618	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	NA
seq1619	Bacteria	NA	NA	NA	NA	NA	NA
seq1620	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
seq1625	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	NA	NA
seq1627	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
seq1629	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG-010	NA
seq1630	Bacteria	NA	NA	NA	NA	NA	NA
seq1632	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Proteocatella	NA
seq1633	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq1637	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
seq1638	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
seq1639	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
seq1640	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
seq1641	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Helicobacteraceae	Wolinella	NA
seq1643	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Catonella	NA
seq1644	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
seq1645	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA	NA
seq1646	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
seq1647	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
seq1648	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoanaerobacter	NA
seq1651	Bacteria	Firmicutes	NA	NA	NA	NA	NA
seq1655	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	NA
seq1656	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	NA
seq1657	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales_(SR1)	NA	NA	NA
seq1658	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	NA	NA
seq1659	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus_Saccharimonas	NA
seq1660	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	NA	NA
